objectid,uid,stk_pids,stk_uids,stk_count,stk_uid,stk_group,stk_type,stk_check,cl_own_tot,stract,sblkgp,sblock,sadd,scounty,scity,sstate,szip,madd,careof,congr_name,verep,verep_man,v_confirm,v_notes,pid,taxid,taxamt,taxyear,acct_id,pv_type,ag_val,imp_val,lan_val,par_val,lsdate,lsprice,yr_blt,rgisacre,rgissqft,deed_acres,add_count,struct,structno,bldgcount,bldgsqft,nrooms,nstories,nunits,h_g_n5,h_g_p5,hai,hhi_g_n5,pop_g_n5,pop_g_p5,cdl_cat,cdl_date,cld_pct,dem_hi,dem_lo,dem_rat,fema_fz,fema_fzd,fema_fzr,fema_fzs,fema_nri,home_ex,lbcs_acdes,lbcs_fudes,lbcs_owdes,lbcs_sides,lbcs_stdes,usecode,usedesc,padus_pa,sc_block,sc_lot,sc_name,sc_nbhd,sc_subdv,zon,zon_id,zon_desc,zon_type,zon_stype,qoz,dda,qct,easement,hist_dist,wet_perc,walk_idx,trans_acc,diocese,diocese_related,church,cemetery,school,parking,open_space,residence,senior_living,seminary,other,med_age,medinc,med_rnt,md_h_vl,min_prc,pov_prc,ten_oo,ten_rnt,d_pov_perc,d_min_perc,d_oo_perc,d_rnt_perc,d_min_blw,d_pov_blw,d_rntr_blw,d_oo_blw,d_med_age,d_med_inc,d_med_hval,d_med_rnt,d_age_blw,d_inc_blw,d_hval_blw,d_mrnt_blw,lila_19,congdist_id,congdist118,ua_id,ua_name,juris_name,juris_type,juris_district,lat,lon,tld,calc_angle,x,y,streetview,c_tot_pop,asian_perc,black_perc,hisp_perc,dem_rat_class,walk_idx_class,yr_blt_converted,dio_region,v_owntype,v_zon,globalid,created_date,created_user,last_edited_date,last_edited_user,yr_blt_num,shape_Length,shape_Area
232,0172 13  0020_FAIRFAX_VA_4346CB42-F76C-457E-B280-85306F41E94E,,,0,,,0,,SAINT ANNES EPISCOPAL CHURCH TRS,51059482206,510594822061,510594822061000,"1700 WAINWRIGHT DR, RESTON 20190",FAIRFAX,RESTON,VA,20190,"1700  WAINWRIGHT DR , RESTON, VA 20190",,St Annes Church (Reston),1,1,1,,0172 13  0020,,,,,MARKET,,2705300.000000000000000,842000.000000000000000,3547300.000000000000000,1988-03-17,0.000000000000000,1989.0,3.632780000000000,158247.000000000000000,,2.000000000000000,NONE,,2,26339.000000000000000,,1.000000000000000,,0.200000000000000,1.440000000000000,60.000000000000000,2.450000000000000,1.110000000000000,1.280000000000000,,,,140.110000000000014,128.080000000000013,3.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,RESIDENTIAL BUILDINGS,710,,,,,,,,PRC,12336708.0,PLANNED RESIDENTIAL COMMUNITY,PLANNED,PLANNED,No,0,0,,,,12.333333330000000,17.670000000000002,,,1,,,,,,,,,58.600000000000001,71678.000000000000000,0.000000000000000,527100.000000000000000,43.394199999999998,10.096670000000000,46.950092000000005,53.049908000000002,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,1,0,0,1,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,1,0,1,0,5001800US5111,Congressional District 11,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.966661000000002,-77.352667999999994,776.000000000000000,21.701545939999999,-77.353633139999999,38.964767299999998,"http://maps.google.com/maps?q=&layer=c&cbll=38.9647673038,-77.3536331362&cbp=11,21.701545936249133,0,0,0",1144474.000000000000000,29.323308000000001,6.659506000000000,7.196563000000000,0,2,1/1/1989 0:00:00,10,2,,{0C80F5E3-BDA6-44FF-A974-14F36199A891},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 4:58:23,rmurray_cgs,1989,0.005044996534502,0.000001527689500
233,1022 12  0189_FAIRFAX_VA_6F0508CE-C46F-40FF-9D48-F056E2ED7A6E,,,0,,,0,,CHURCH EPISCOPAL ST LUKES PROTESTANT,51059415600,510594156002,510594156002019,"8015 FORT HUNT RD, ALEXANDRIA 22308",FAIRFAX,ALEXANDRIA,VA,22308,"8009  FORT HUNT RD , ALEXANDRIA, VA 22308",,St Lukes Church (Alexandria),1,1,1,,1022 12  0189,,,,,MARKET,,0.000000000000000,406000.000000000000000,406000.000000000000000,NONE,,,0.495840000000000,21599.000000000000000,,0.000000000000000,NONE,,0,,,,,0.000000000000000,-0.460000000000000,63.000000000000000,0.000000000000000,-0.160000000000000,-0.470000000000000,,,,12.150000000000000,10.770000000000000,1.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,SINGLE-FAMILY BUILDINGS,710,,,,,,,,R-2,12340158.0,RESIDENTIAL,RESIDENTIAL,SINGLE FAMILY,No,1,0,,1,,10.500000000000000,3.330000000000000,,,1,,,,,,,,,54.500000000000000,250001.000000000000000,0.000000000000000,1091500.000000000000000,18.213729000000001,0.702028000000000,100.000000000000000,0.000000000000000,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,1,1,1,0,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,0,0,1,0,5001800US5108,Congressional District 8,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.739313000000003,-77.053605000000005,3055.000000000000000,63.132170809999998,-77.053988210000000,38.739160589999997,"http://maps.google.com/maps?q=&layer=c&cbll=38.7391605878,-77.0539882123&cbp=11,63.132170809282115,0,0,0",1144474.000000000000000,7.878315000000001,5.811232000000000,6.006240000000000,0,1,,13,2,,{5975345E-6C53-4A2D-881F-9084BCF66585},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 4:58:30,rmurray_cgs,,0.002025740284291,0.000000207909750
234,1022 12  0186_FAIRFAX_VA_5325CEE1-8A25-4BB8-A107-EFA811CA7144,,,0,,,0,,CHURCH EPISCOPAL ST LUKES PROTESTANT,51059415600,510594156002,510594156002019,"8105 WELLINGTON RD, ALEXANDRIA 22308",FAIRFAX,ALEXANDRIA,VA,22308,"8009  FT HUNT RD , ALEXANDRIA, VA 22308",,St Lukes Church (Alexandria),1,1,1,,1022 12  0186,,,,,MARKET,,0.000000000000000,366000.000000000000000,366000.000000000000000,NONE,,,0.350230000000000,15256.000000000000000,,0.000000000000000,NONE,,0,,,,,0.000000000000000,-0.460000000000000,63.000000000000000,0.000000000000000,-0.160000000000000,-0.470000000000000,,,,11.230000000000000,9.980000000000000,0.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,SINGLE-FAMILY BUILDINGS,710,,,,,,,,R-2,12340158.0,RESIDENTIAL,RESIDENTIAL,SINGLE FAMILY,No,1,0,,,,10.500000000000000,3.330000000000000,,,1,,,,,,,,,54.500000000000000,250001.000000000000000,0.000000000000000,1091500.000000000000000,18.213729000000001,0.702028000000000,100.000000000000000,0.000000000000000,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,1,1,1,0,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,0,0,1,0,5001800US5108,Congressional District 8,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.739035999999999,-77.053277000000008,3100.000000000000000,351.979245380000009,-77.053227430000007,38.738759909999999,"http://maps.google.com/maps?q=&layer=c&cbll=38.7387599053,-77.0532274265&cbp=11,351.97924537574977,0,0,0",1144474.000000000000000,7.878315000000001,5.811232000000000,6.006240000000000,0,1,,13,2,,{52923A6F-1F13-424B-940E-EE528163D1AE},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 4:58:30,rmurray_cgs,,0.001580314669278,0.000000146851750
235,0803 03390002_FAIRFAX_VA_77191492-975F-46EF-B206-F16ABAC0F73B,,,0,,,0,,CHURCH EPISCOPAL ST CHRISTOPHERS TRS OF,51059430700,510594307002,510594307002007,"6320 HANOVER AVE, SPRINGFIELD 22150",FAIRFAX,SPRINGFIELD,VA,22150,"6320  HANOVER AVE , SPRINGFIELD, VA 22150",,St Christophers Church (Springfield),1,1,1,,0803 03390002,,,,,MARKET,,1971280.000000000000000,1083000.000000000000000,3054280.000000000000000,NONE,,1958.0,3.390280000000000,147684.000000000000000,,1.000000000000000,NONE,,3,20331.000000000000000,,1.000000000000000,,0.000000000000000,-0.480000000000000,99.000000000000000,1.390000000000000,-0.280000000000000,-0.590000000000000,,,,90.629999999999995,81.209999999999994,3.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,SINGLE-FAMILY BUILDINGS,710,,,,,,,,R-3,12339965.0,RESIDENTIAL 3 DWELLING UNIT PER ACRE,RESIDENTIAL,SINGLE FAMILY,No,0,0,,,,10.000000000000000,15.330000000000000,,,1,,,,,,,,,41.799999999999997,130208.000000000000000,3284.000000000000000,591500.000000000000000,63.065590999999998,5.436689000000000,82.131661000000008,17.868339000000002,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,0,1,1,0,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,1,0,0,0,5001800US5111,Congressional District 11,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.779769000000002,-77.195481000000001,2989.000000000000000,269.038503110000022,-77.194927489999998,38.779775799999996,"http://maps.google.com/maps?q=&layer=c&cbll=38.7797757971,-77.1949274898&cbp=11,269.038503112632,0,0,0",1144474.000000000000000,25.885653999999999,11.820414000000000,27.428971999999998,0,1,1/1/1958 0:00:00,14,2,,{355E2BED-CF24-4842-B802-72A1E8ED2932},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 5:00:16,rmurray_cgs,1958,0.004964840803256,0.000001422205875
236,0713 01  0001_FAIRFAX_VA_B0DF6FE1-A5BD-4C2A-AC85-67F1BDE769E3,,,0,,,0,,CHURCH EPISCOPAL TRURO ST BARNABAS MISSION,51059452102,510594521022,510594521022002,"4801 RAVENSWORTH RD, ANNANDALE 22003",FAIRFAX,ANNANDALE,VA,22003,"4801  RAVENSWORTH RD , ANNANDALE, VA 22003",,St Barnabas Church (Annandale),1,1,1,,0713 01  0001,,,,,MARKET,,282070.000000000000000,2353000.000000000000000,2635070.000000000000000,1973-03-19,0.000000000000000,1965.0,6.187410000000000,269529.000000000000000,,1.000000000000000,NONE,,2,13620.000000000000000,,1.000000000000000,,0.000000000000000,-0.470000000000000,76.000000000000000,1.230000000000000,-0.050000000000000,-0.060000000000000,,,,93.950000000000003,82.969999999999999,2.0,A,2023-10-17,"[{""ZONE"":""A"",""SUBTYPE"":NULL,""PERCENT"":22},{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":78}]",,RELATIVELY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,RESIDENTIAL BUILDINGS,710,,,,,,,,R-1,12334714.0,RESIDENTIAL 1 DWELLING UNIT PER ACRE,RESIDENTIAL,SINGLE FAMILY,No,0,0,,,18.115102030000003,12.833333330000000,25.670000000000002,,,1,,,,,,,,,49.799999999999997,124911.000000000000000,2124.000000000000000,693000.000000000000000,58.349390000000000,6.133590000000000,72.428420000000003,27.571580000000001,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,0,1,1,0,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,1,0,0,0,5001800US5108,Congressional District 8,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.819299000000001,-77.203024999999997,867.000000000000000,123.025219010000001,-77.204330440000007,38.819962909999994,"http://maps.google.com/maps?q=&layer=c&cbll=38.8199629142,-77.2043304396&cbp=11,123.0252190054732,0,0,0",1144474.000000000000000,20.263327000000000,16.345536000000003,22.222222000000002,0,2,1/1/1965 0:00:00,14,2,,{F66577EF-E358-4EA0-B40A-CA61B95CC85F},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 5:00:16,rmurray_cgs,1965,0.007911509383917,0.000002596992000
238,0474 01  0023D_FAIRFAX_VA_830E80B2-D35E-4C98-826A-E2ACE1B825AD,,,0,,,0,,JOHNSTON SHANNON S BISHOP OF THE PROTESTANT EPISCOPAL CHURCH,51059461902,510594619021,510594619021004,"3401 CHAIN BRIDGE RD, FAIRFAX 22030",FAIRFAX,FAIRFAX,VA,22030,"110 WEST FRANKLIN ST , RICHMOND, VA 23220",,,1,1,1,,0474 01  0023D,,,,,MARKET,,481750.000000000000000,544000.000000000000000,1025750.000000000000000,2012-05-23,0.000000000000000,1900.0,1.959840000000000,85372.000000000000000,,1.000000000000000,NONE,,1,1784.000000000000000,,2.000000000000000,,0.000000000000000,-0.470000000000000,0.000000000000000,0.920000000000000,-0.230000000000000,-0.490000000000000,,,,114.519999999999996,109.260000000000005,3.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,,DEVELOPED SITE WITH BUILDINGS,SINGLE-FAMILY BUILDINGS,011,,,,,,,,R-3,12339677.0,RESIDENTIAL 3 DWELLING UNIT PER ACRE,RESIDENTIAL,SINGLE FAMILY,No,0,1,,,,7.666666670000000,4.000000000000000,,,,,,,,1,,,1,29.800000000000001,89107.000000000000000,1906.000000000000000,0.000000000000000,73.101673000000005,7.593308000000000,2.226721000000000,97.773279000000002,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,0,1,0,1,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,1,1,0,1,5001800US5111,Congressional District 11,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.863606999999995,-77.306158999999994,3935.000000000000000,88.249961059999990,-77.307375989999997,38.863578180000005,"http://maps.google.com/maps?q=&layer=c&cbll=38.8635781755,-77.3073759943&cbp=11,88.24996105616336,0,0,0",1144474.000000000000000,18.018018000000001,24.774774999999998,27.927928000000001,0,1,1/1/1900 0:00:00,14,1,,{A6779DC6-5470-4848-AEDB-84CE631A720A},4/21/2025 21:52:25,rmurray_cgs,6/14/2025 18:57:28,verep_editor,1900,0.004125525172098,0.000000823021375
239,0504 16  0128_FAIRFAX_VA_63A5DF0C-84F1-4B89-B030-AD44A28E7EB8,,,0,,,0,,CHURCH EPISCOPAL PROTESTANT DIOCESE OF VIRGINIA,51059450200,510594502002,510594502002018,"3016 WESTCOTT ST, FALLS CHURCH 22042",FAIRFAX,FALLS CHURCH,VA,22042,"7000  ARLINGTON BLVD , FALLS CHURCH, VA 22042",,La Iglesia de Santa Maria (Falls Church),1,1,1,,0504 16  0128,,,,,MARKET,,0.000000000000000,381000.000000000000000,381000.000000000000000,2004-04-02,4000000.000000000000000,,0.183630000000000,7999.000000000000000,,0.000000000000000,NONE,,1,3316.000000000000000,,,,0.000000000000000,-0.160000000000000,90.000000000000000,1.130000000000000,-0.050000000000000,-0.300000000000000,,,,101.379999999999995,97.099999999999994,4.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,SINGLE-FAMILY BUILDINGS,971,,,,,,,,R-4,12339260.0,RESIDENTIAL 4 DWELLING UNIT PER ACRE,RESIDENTIAL,SINGLE FAMILY,No,0,0,,,,14.500000000000000,9.330000000000000,1,,1,,,,,,,,,33.700000000000003,125266.000000000000000,0.000000000000000,639600.000000000000000,66.760562999999991,16.099674999999998,66.931407999999990,33.068592000000002,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,0,0,0,1,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,1,0,1,0,5001800US5108,Congressional District 8,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.868651999999997,-77.185394000000002,2512.000000000000000,257.478136659999961,-77.185122050000004,38.868699329999998,"http://maps.google.com/maps?q=&layer=c&cbll=38.8686993293,-77.1851220499&cbp=11,257.47813665552894,0,0,0",1144474.000000000000000,12.394366000000000,1.061755000000000,52.979414999999996,0,2,,14,2,,{447D36E4-811B-4631-B7F7-DD309EED8E38},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 4:58:31,rmurray_cgs,,0.001212344144306,0.000000077125750
240,0504 16  0183_FAIRFAX_VA_46F3FF8E-23A3-4901-9F1D-B5DE7ECD45BB,,,0,,,0,,CHURCH EPISCOPAL PROTESTANT DIOCESE OF VIRGINIA,51059450200,510594502002,510594502002018,"7011 ARONOW DR, FALLS CHURCH 22042",FAIRFAX,FALLS CHURCH,VA,22042,"7000  ARLINGTON BLVD , FALLS CHURCH, VA 22042",,La Iglesia de Santa Maria (Falls Church),1,1,1,,0504 16  0183,,,,,MARKET,,0.000000000000000,360000.000000000000000,360000.000000000000000,2004-04-02,4000000.000000000000000,,0.595670000000000,25948.000000000000000,,0.000000000000000,NONE,,0,,,,,0.000000000000000,-0.160000000000000,90.000000000000000,1.130000000000000,-0.050000000000000,-0.300000000000000,,,,116.870000000000005,101.890000000000001,5.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,SINGLE-FAMILY BUILDINGS,971,,,,,,,,R-4,12339260.0,RESIDENTIAL 4 DWELLING UNIT PER ACRE,RESIDENTIAL,SINGLE FAMILY,No,0,0,,,,14.500000000000000,9.330000000000000,1,,1,,,,,,,,,33.700000000000003,125266.000000000000000,0.000000000000000,639600.000000000000000,66.760562999999991,16.099674999999998,66.931407999999990,33.068592000000002,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,0,0,0,1,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,1,0,1,0,5001800US5108,Congressional District 8,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.868347000000000,-77.186503999999999,2551.000000000000000,121.094285119999995,-77.186886010000009,38.868526859999996,"http://maps.google.com/maps?q=&layer=c&cbll=38.8685268637,-77.1868860091&cbp=11,121.09428511715646,0,0,0",1144474.000000000000000,12.394366000000000,1.061755000000000,52.979414999999996,0,2,,14,2,,{FC61FBF9-E5E4-4961-8754-025ABE32ECA8},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 4:58:31,rmurray_cgs,,0.002072484703892,0.000000250189750
241,0971 01  0023A_FAIRFAX_VA_82442BB8-981D-4C9C-B9CA-E2EB99968B2F,,,0,,,0,,CHURCH EPISCOPAL DIOCESE OF VIRGINIA BISHOP OF,51059492201,510594922011,510594922011049,FAIRFAX STATION 22039,FAIRFAX,FAIRFAX STATION,VA,22039,"110 WEST FRANKLIN ST , RICHMOND, VA 23220",,,1,1,1,,0971 01  0023A,,,,,MARKET,,0.000000000000000,495000.000000000000000,495000.000000000000000,2000-09-06,310000.000000000000000,,4.273590000000000,186161.000000000000000,,0.000000000000000,NONE,,0,,,,,0.000000000000000,-0.470000000000000,69.000000000000000,0.000000000000000,-0.180000000000000,-0.590000000000000,,,,103.500000000000000,97.069999999999993,2.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,,DEVELOPED SITE WITH BUILDINGS,SINGLE-FAMILY BUILDINGS,971,,,,,,,,R-C,12339347.0,RESIDENTIAL CONSERVATION,SPECIAL,SPECIAL,No,0,0,,,,6.000000000000000,,,1,,,,,1,,,,1,52.399999999999999,250001.000000000000000,0.000000000000000,1050800.000000000000000,37.641411999999995,3.736716000000000,99.104478000000000,0.895522000000000,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,1,1,1,0,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,0,0,1,0,5001800US5111,Congressional District 11,,,Fairfax County,CO,Northern Virginia,38.736502999999999,-77.283007999999995,51.000000000000000,,-77.283008370000005,38.736502829999999,"http://maps.google.com/maps?q=&layer=c&cbll=38.736502831987785,-77.28300837313226&cbp=11,0,0,0,0",1144474.000000000000000,15.255399000000001,8.433321999999999,7.062050000000000,0,1,,14,1,,{C0A20B25-4283-4781-9C32-472803FF1E3E},4/21/2025 21:52:25,rmurray_cgs,6/14/2025 19:17:10,verep_editor,,0.006578888824599,0.000001791548750
242,0694 01  0006A_FAIRFAX_VA_03B13655-35D1-4F96-9109-6B7741F12A26,,,0,,,0,,CHURCH EPISCOPAL GOOD SHEPHERD OF BURKE,51059440501,510594405012,510594405012010,"9350 BRADDOCK RD, BURKE 22015",FAIRFAX,BURKE,VA,22015,"9350  BRADDOCK RD , BURKE, VA 22015",,Church of the Good Shepherd (Burke),1,1,1,,0694 01  0006A,,,,,MARKET,,3402000.000000000000000,15979000.000000000000000,19381000.000000000000000,2005-03-21,0.000000000000000,1969.0,10.295700000000000,448490.000000000000000,,3.000000000000000,NONE,,6,33317.000000000000000,,1.000000000000000,,0.000000000000000,-0.490000000000000,109.000000000000000,0.000000000000000,-0.300000000000000,-0.650000000000000,DEVELOPED/LOW INTENSITY,2023,34.799999999999997,115.980000000000004,106.769999999999996,2.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,RELATIVELY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,RESIDENTIAL BUILDINGS,710,,,,,,,,R-1,12336583.0,RESIDENTIAL 1 DWELLING UNIT PER ACRE,RESIDENTIAL,SINGLE FAMILY,No,0,0,,,,11.333333330000000,13.330000000000000,,,1,,,,,,,,,45.500000000000000,184259.000000000000000,2865.000000000000000,759300.000000000000000,47.838490000000000,2.391925000000000,90.505549000000002,9.494451000000000,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,0,1,1,0,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,1,0,0,0,5001800US5111,Congressional District 11,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.815387000000001,-77.268383000000000,1893.000000000000000,51.561033549999998,-77.269451660000001,38.814723460000003,"http://maps.google.com/maps?q=&layer=c&cbll=38.8147234579,-77.2694516633&cbp=11,51.561033551863886,0,0,0",1144474.000000000000000,24.621461000000000,4.191354000000000,19.113451999999999,0,2,1/1/1969 0:00:00,14,2,,{E4F7B406-F6FD-44F9-A2D4-36C608D9CB22},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 5:00:16,rmurray_cgs,1969,0.008629575668570,0.000004320865125
243,0504 16  0127_FAIRFAX_VA_9B2FCA68-0423-4117-AE94-0B9A3E1118AD,,,0,,,0,,CHURCH EPISCOPAL PROTESTANT DIOCESE OF VIRGINIA,51059450200,510594502002,510594502002018,"6928 ARLINGTON BLVD, FALLS CHURCH 22042",FAIRFAX,FALLS CHURCH,VA,22042,"7000  ARLINGTON BLVD , FALLS CHURCH, VA 22042",,La Iglesia de Santa Maria (Falls Church),1,1,1,,0504 16  0127,,,,,MARKET,,2797600.000000000000000,387000.000000000000000,3184600.000000000000000,2004-04-02,4000000.000000000000000,1953.0,0.379670000000000,16539.000000000000000,,0.000000000000000,NONE,,1,4309.000000000000000,,4.000000000000000,,0.000000000000000,-0.160000000000000,90.000000000000000,1.130000000000000,-0.050000000000000,-0.300000000000000,,,,102.280000000000001,95.640000000000001,4.0,X,2023-10-17,"[{""ZONE"":""X"",""SUBTYPE"":""AREA OF MINIMAL FLOOD HAZARD"",""PERCENT"":100}]",AREA OF MINIMAL FLOOD HAZARD,VERY LOW,,HOUSEHOLD,PRIVATE HOUSEHOLD,NONPROFIT RELIGIOUS,DEVELOPED SITE WITH BUILDINGS,SINGLE-FAMILY BUILDINGS,710,,,,,,,,R-4,12339260.0,RESIDENTIAL 4 DWELLING UNIT PER ACRE,RESIDENTIAL,SINGLE FAMILY,No,0,0,,,,14.500000000000000,9.330000000000000,1,,1,,,,,,,,,33.700000000000003,125266.000000000000000,0.000000000000000,639600.000000000000000,66.760562999999991,16.099674999999998,66.931407999999990,33.068592000000002,7.614919000000000,44.694687000000002,67.065310999999994,32.934689000000006,0,0,0,1,20.500000000000000,187113.575500000006286,309485.393199999991339,1312.880034000000023,0,1,0,1,0,5001800US5108,Congressional District 8,92242,"Washington--Arlington, DC--VA--MD",Fairfax County,CO,Northern Virginia,38.868382999999994,-77.185324999999992,2530.000000000000000,346.697841709999977,-77.185252749999989,38.868145489999996,"http://maps.google.com/maps?q=&layer=c&cbll=38.8681454947,-77.1852527513&cbp=11,346.6978417139837,0,0,0",1144474.000000000000000,12.394366000000000,1.061755000000000,52.979414999999996,0,2,1/1/1953 0:00:00,14,2,,{845F3589-730D-4888-87A2-6384F1159EA0},4/21/2025 21:52:25,rmurray_cgs,5/29/2025 4:58:10,rmurray_cgs,1953,0.001573686778202,0.000000159466750
